,county,state,population,dc,obs_dr,pred_dr,pred_dc,pred_dr_err_low,pred_dr_err_upp,pred_dc_err_low,pred_dc_err_upp
1322,Marshall,MN,10993,5.0,4.548348949331394,4.551938488958542e-05,5.0,3.244346788415387e-05,6.301409264145747e-05,1.0,9.0
1323,Martin,MN,22914,9.0,3.9277297721916735,4.356114971881303e-05,10.0,3.120540416339509e-05,5.808231209161723e-05,3.0,15.0
1324,Mcleod,MN,32030,0.0,0.0,2.597779439209781e-05,8.0,1.6634716579410213e-05,3.5583380849953145e-05,2.0,13.0
1325,Meeker,MN,20846,6.0,2.8782500239854167,4.0107221299056324e-05,8.0,2.719893749532329e-05,5.2257097690731174e-05,4.0,14.0
1326,Mille lacs,MN,18670,0.0,0.0,3.1825810848474614e-05,6.0,2.059307548266216e-05,4.351189029993501e-05,2.0,10.0
1327,Morrison,MN,29604,17.0,5.742467234157545,5.0316679213360235e-05,15.0,3.728332244377546e-05,6.439683644695888e-05,7.0,22.0
1328,Mower,MN,37385,11.0,2.942356560117694,3.8161770276873355e-05,14.0,2.719827276795943e-05,4.961243487995313e-05,6.0,21.0
1329,Murray,MN,9660,2.0,2.070393374741201,4.1150075527695843e-05,4.0,2.6834379837144225e-05,5.624365931574941e-05,1.0,7.0
1330,Nicollet,MN,28076,7.0,2.4932326542242484,3.7540946560794084e-05,10.0,2.631195956347926e-05,4.9773325677164625e-05,4.0,16.0
1331,Nobles,MN,20098,7.0,3.482933625236342,4.218719623934604e-05,8.0,2.9262379132671972e-05,5.5136563694248914e-05,3.0,13.0
1332,Norman,MN,7975,2.0,2.5078369905956115,4.269089053691649e-05,3.0,2.7357560833904154e-05,5.735180370848106e-05,0.0,6.0
1333,Olmsted,MN,106470,15.0,1.4088475626937167,2.3147270660874383e-05,24.0,1.688952391302797e-05,2.947677384099784e-05,14.0,35.0
1334,Otter tail,MN,50714,0.0,0.0,2.088400642539337e-05,10.0,1.3117549418578353e-05,2.8662466158060403e-05,3.0,16.0
1335,Pennington,MN,13306,3.0,2.2546219750488503,4.030773355852777e-05,5.0,2.7713173931292384e-05,5.493568908766348e-05,1.0,9.0
1336,Pine,MN,21264,3.0,1.4108352144469525,3.4938697474618374e-05,7.0,2.2771666864717028e-05,4.6896339473181634e-05,2.0,12.0
1337,Pipestone,MN,10491,2.0,1.9063959584405683,4.0758373892303584e-05,4.0,2.700519857299988e-05,5.593622800584857e-05,0.0,7.0
1338,Polk,MN,32498,15.0,4.615668656532709,4.595720678107567e-05,15.0,3.339271133316054e-05,5.926153224327296e-05,7.0,22.0
1339,Pope,MN,10745,3.0,2.791996277338297,4.2287099770796846e-05,4.0,2.7207644605542743e-05,5.645690921518259e-05,1.0,8.0
1340,Ramsey,MN,485765,118.0,2.4291581320185687,2.598178880128303e-05,126.0,2.2482489750509874e-05,2.9720335726111496e-05,100.0,151.0
1341,Red lake,MN,4525,0.0,0.0,4.151020745935868e-05,2.0,2.72077843597789e-05,5.7183242643593014e-05,0.0,4.0
1342,Redwood,MN,17254,4.0,2.318303002202388,3.935545663011591e-05,7.0,2.573118361370098e-05,5.255006106925137e-05,2.0,11.0
1343,Renville,MN,17673,8.0,4.526679115034233,4.5676238923699037e-05,8.0,3.260605977868543e-05,6.114578184268543e-05,3.0,13.0
1344,Rice,MN,49183,7.0,1.4232560030904986,2.8915685371250066e-05,14.0,1.973093747161263e-05,3.8213248310015685e-05,6.0,21.0
1345,Rock,MN,9806,4.0,4.079135223332654,4.468184612486257e-05,4.0,3.0320970862115075e-05,6.0320746086897116e-05,0.0,7.0
1346,Roseau,MN,15026,4.0,2.662052442433116,4.056824258171842e-05,6.0,2.6779178417936128e-05,5.436198515577281e-05,2.0,10.0
1347,Scott,MN,57846,11.0,1.9016008021297932,3.0177564506007425e-05,17.0,2.1296546426016045e-05,3.9233571298989204e-05,8.0,25.0
1348,Sherburne,MN,41945,4.0,0.9536297532483016,2.7721029574717744e-05,12.0,1.9195433229511007e-05,3.759724308690806e-05,5.0,18.0
1349,Sibley,MN,14366,5.0,3.4804399276068496,4.312620821515937e-05,6.0,2.9491936487950097e-05,5.782679422818844e-05,1.0,10.0
1350,St. louis,MN,198213,0.0,0.0,8.20115243779021e-06,16.0,5.397447069538787e-06,1.1481435454299823e-05,6.0,24.0
1351,Stearns,MN,118791,12.0,1.0101775387024268,1.9593257369307134e-05,23.0,1.3952348763519791e-05,2.5159786569615716e-05,14.0,34.0
1352,Steele,MN,30729,6.0,1.9525529629991212,3.45660745590684e-05,10.0,2.4047560373318408e-05,4.6199942979342177e-05,4.0,16.0
1353,Stevens,MN,10634,5.0,4.70189956742524,4.592974184107261e-05,5.0,2.9752313597362866e-05,6.05094141533833e-05,2.0,9.0
1354,Swift,MN,10724,4.0,3.729951510630362,4.4177370002495094e-05,5.0,3.001979178177938e-05,5.945722736467596e-05,1.0,8.0
1355,Todd,MN,23363,13.0,5.564353892907588,4.9122633867647466e-05,11.0,3.5184366127611316e-05,6.238906109869461e-05,5.0,17.0
1356,Traverse,MN,4463,3.0,6.721935917544253,4.7906360709405865e-05,2.0,3.1155945849802915e-05,6.436285792576532e-05,0.0,4.0
1357,Wabasha,MN,19744,7.0,3.5453808752025933,4.21191643040027e-05,8.0,2.8386333291875807e-05,5.500527896853166e-05,3.0,13.0
1358,Wadena,MN,13154,6.0,4.5613501596472545,4.594903911990972e-05,6.0,3.057513282627995e-05,5.9374672679821585e-05,2.0,10.0
1359,Waseca,MN,18079,4.0,2.2125117539686934,3.8661012154980006e-05,7.0,2.5094077355146533e-05,5.176581954841489e-05,1.0,11.0
1360,Washington,MN,145896,22.0,1.5079234523222025,2.2175285881750595e-05,32.0,1.643089590341258e-05,2.7604045637560376e-05,20.0,44.0
1361,Watonwan,MN,11682,6.0,5.136106831022085,4.6937862176789816e-05,5.0,3.243360947903356e-05,6.353540921636416e-05,1.0,9.0
1362,Wilkin,MN,7516,4.0,5.32197977647685,4.701201034790187e-05,3.0,3.022732759803693e-05,6.269241594388761e-05,0.0,6.0
1363,Winona,MN,47828,13.0,2.718073095258008,3.563659387032112e-05,17.0,2.5650924942753977e-05,4.666610871919131e-05,8.0,25.0
1364,Wright,MN,68710,25.0,3.6384805705137526,3.987970217200315e-05,27.0,3.005591871372025e-05,4.934587286545233e-05,16.0,37.0
1365,Yellow medicine,MN,11684,0.0,0.0,3.61842505065442e-05,4.0,2.2693632855532404e-05,4.907350037617432e-05,0.0,7.0
1366,Adams,MS,35356,5.0,1.4141871252404117,3.159137076905556e-05,11.0,2.1569685606248518e-05,4.188528632301278e-05,4.0,17.0
1367,Alcorn,MS,31722,8.0,2.5219090851774792,3.690039001548013e-05,12.0,2.6648608082625434e-05,4.8120516181473934e-05,5.0,18.0
1368,Amite,MS,13328,0.0,0.0,3.499202420435767e-05,5.0,2.1827080185816825e-05,4.77055618560436e-05,1.0,8.0
1369,Attala,MS,18481,7.0,3.7876738271738537,4.3463553339042176e-05,8.0,3.0711374569139754e-05,5.7697154286200664e-05,3.0,13.0
1370,Benton,MS,8046,0.0,0.0,3.8580181038162854e-05,3.0,2.4305417716998163e-05,5.237688415588613e-05,0.0,6.0
1371,Bolivar,MS,41875,4.0,0.9552238805970148,2.7786375203137624e-05,11.0,1.9331350458082454e-05,3.760159138918094e-05,5.0,18.0
1372,Calhoun,MS,14908,3.0,2.012342366514623,3.896473787571104e-05,6.0,2.6187738164652082e-05,5.213035326579589e-05,2.0,10.0
1373,Carroll,MS,9237,4.0,4.33041030637653,4.505827371413898e-05,4.0,2.955053954950874e-05,5.97300100452657e-05,0.0,7.0
1374,Chickasaw,MS,18085,0.0,0.0,3.2310589829915914e-05,6.0,2.1399851296372787e-05,4.525861474238051e-05,2.0,10.0
1375,Choctaw,MS,9071,1.0,1.1024142872891634,3.962412631059727e-05,4.0,2.571024519503976e-05,5.406163853406989e-05,1.0,7.0
1376,Claiborne,MS,11370,2.0,1.7590149516270888,3.993292115034064e-05,4.0,2.5841984796622886e-05,5.443611492424902e-05,1.0,8.0
1377,Clarke,MS,17313,1.0,0.5776006469127245,3.416554985620351e-05,6.0,2.1519162798198708e-05,4.5766801735347526e-05,2.0,10.0
1378,Clay,MS,21120,2.0,0.946969696969697,3.425890759754024e-05,7.0,2.1562420518851435e-05,4.639122111514233e-05,2.0,12.0
1379,Coahoma,MS,31665,1.0,0.31580609505763463,2.7937558912051962e-05,9.0,1.894724451120609e-05,3.8816516969619825e-05,3.0,14.0
1380,Copiah,MS,27592,2.0,0.7248477819657873,3.060307541997014e-05,8.0,2.0960497024013772e-05,4.257253760707834e-05,2.0,13.0
1381,Covington,MS,16527,3.0,1.815211472136504,3.8140011580572375e-05,6.0,2.5998912901804943e-05,5.2235983218613965e-05,1.0,10.0
1382,Desoto,MS,67910,0.0,0.0,1.7820584565899107e-05,12.0,1.19821766232308e-05,2.4752868960507705e-05,5.0,19.0
1383,Forrest,MS,68314,10.0,1.4638287905846532,2.6607861641662247e-05,18.0,1.8601333041217007e-05,3.4771221109048215e-05,8.0,26.0
1384,Franklin,MS,8377,1.0,1.1937447773665992,4.025529332284694e-05,3.0,2.5774801227772562e-05,5.447280149682162e-05,0.0,6.0
1385,George,MS,16673,4.0,2.399088346428357,4.003209042087784e-05,7.0,2.7875963482382303e-05,5.466630737078543e-05,2.0,11.0
1386,Greene,MS,10220,1.0,0.9784735812133072,3.889220904424919e-05,4.0,2.4947517697916142e-05,5.2902235373117395e-05,1.0,7.0
1387,Grenada,MS,21555,3.0,1.3917884481558802,3.5183532610395896e-05,7.0,2.3813485308308538e-05,4.820657515818392e-05,2.0,12.0
1388,Hancock,MS,31760,9.0,2.8337531486146097,3.8155488585291355e-05,12.0,2.6508268646725065e-05,5.019893837269585e-05,6.0,19.0
1389,Harrison,MS,165365,30.0,1.814168657212832,2.3835665271053234e-05,39.0,1.8472016230812452e-05,2.9587125877154064e-05,25.0,52.0
1390,Hinds,MS,254441,29.0,1.1397534202428068,1.634255353489529e-05,42.0,1.2546686272016062e-05,2.010623330139532e-05,26.0,55.0
1391,Holmes,MS,21604,3.0,1.388631734863914,3.512052947508384e-05,7.0,2.287725585963278e-05,4.73389052828447e-05,2.0,12.0
1392,Humphreys,MS,12134,1.0,0.824130542277897,3.7389753728688374e-05,4.0,2.494199262619475e-05,5.109557596719041e-05,1.0,8.0
1393,Issaquena,MS,1909,0.0,0.0,4.3738808944363915e-05,1.0,2.6999609221772798e-05,6.022773855741205e-05,0.0,2.0
1394,Itawamba,MS,20017,5.0,2.4978768047159914,3.8994202782884654e-05,8.0,2.5650354622019755e-05,5.088892436032451e-05,2.0,12.0
1395,Jackson,MS,115243,16.0,1.388370660257022,2.2544696410495372e-05,26.0,1.670773385307857e-05,2.927876705396542e-05,14.0,36.0
1396,Jasper,MS,17114,4.0,2.3372677340189316,3.956259048997289e-05,7.0,2.688248191604637e-05,5.239206859028066e-05,2.0,11.0
1397,Jefferson,MS,8653,2.0,2.3113371085172774,4.199561247490393e-05,3.0,2.8187688312502064e-05,5.738134998584209e-05,0.0,6.0
1398,Jefferson davis,MS,14051,0.0,0.0,3.4572899383247056e-05,5.0,2.092365852947338e-05,4.66149079535077e-05,0.0,8.0
1399,Jones,MS,62031,11.0,1.7733068949396271,2.9179200252947328e-05,18.0,2.030757520593756e-05,3.790588653668402e-05,8.0,26.0
1400,Kemper,MS,10356,3.0,2.8968713789107765,4.243010283775913e-05,4.0,2.9663991396142427e-05,5.8921242795177274e-05,1.0,8.0
1401,Lafayette,MS,31826,6.0,1.8852510525985045,3.448026651179599e-05,11.0,2.407667668174253e-05,4.5579144583649556e-05,5.0,17.0
1402,Lamar,MS,30424,0.0,0.0,2.6938628339845254e-05,8.0,1.7741410865309214e-05,3.69949261874478e-05,2.0,13.0
1403,Lauderdale,MS,75555,13.0,1.7206008867712264,2.754532896586714e-05,21.0,2.0595738946091462e-05,3.6177555048866355e-05,10.0,29.0
1404,Lawrence,MS,12458,2.0,1.6053941242575052,3.904965236031146e-05,5.0,2.463394775027421e-05,5.2217366770734895e-05,0.0,8.0
1405,Leake,MS,18436,0.0,0.0,3.202210890842538e-05,6.0,2.0293528957849076e-05,4.392340801791978e-05,2.0,10.0
1406,Lee,MS,65581,13.0,1.9822814534697557,3.0162723218234716e-05,19.0,2.2160739003126913e-05,3.922079664777648e-05,10.0,28.0
1407,Leflore,MS,37341,4.0,1.0712085910929006,2.928180325316447e-05,11.0,1.990685147521917e-05,3.9903200402809114e-05,4.0,17.0
1408,Lincoln,MS,30278,5.0,1.6513640266860428,3.3751753172221716e-05,10.0,2.313296290297444e-05,4.456435519431234e-05,3.0,15.0
1409,Lowndes,MS,59308,6.0,1.0116679031496594,2.5233496595444454e-05,15.0,1.6828202584904847e-05,3.3327250540975046e-05,6.0,22.0
1410,Madison,MS,53794,5.0,0.9294716882923746,2.541156587381446e-05,13.0,1.7103242399702163e-05,3.369589075109396e-05,5.0,20.0
1411,Marion,MS,25544,6.0,2.3488881929220167,3.725663783756205e-05,9.0,2.569204871113983e-05,4.942293833770194e-05,4.0,15.0
1412,Marshall,MS,30361,2.0,0.6587398307038635,2.9544327561266154e-05,9.0,1.9472510217715044e-05,3.997487600425406e-05,3.0,14.0
1413,Monroe,MS,36582,7.0,1.9135093761959432,3.353576503047419e-05,12.0,2.3288946258209164e-05,4.396905107408674e-05,4.0,18.0
1414,Montgomery,MS,12388,6.0,4.8433968356474,4.6468897528285135e-05,6.0,3.071240482201336e-05,6.230768307521098e-05,2.0,10.0
1415,Neshoba,MS,24800,8.0,3.2258064516129035,4.0735638846899205e-05,10.0,2.8076591040775516e-05,5.3416209582000814e-05,3.0,15.0
1416,Newton,MS,20291,4.0,1.971317332807649,3.74614734268555e-05,7.0,2.512381379219385e-05,5.006337074462712e-05,2.0,12.0
1417,Noxubee,MS,12604,0.0,0.0,3.547075165684696e-05,4.0,2.238412590291775e-05,4.760065949968574e-05,1.0,8.0
1418,Oktibbeha,MS,38375,3.0,0.781758957654723,2.8106662210621775e-05,11.0,1.870828523921349e-05,3.786857916719309e-05,5.0,17.0
1419,Panola,MS,29996,6.0,2.000266702226964,3.51094199386244e-05,10.0,2.40731621808117e-05,4.655057161218422e-05,4.0,16.0
1420,Pearl river,MS,38714,0.0,0.0,2.404741785866212e-05,9.0,1.572671274683502e-05,3.307706070387692e-05,4.0,15.0
1421,Perry,MS,10865,1.0,0.9203865623561897,3.859520180738872e-05,4.0,2.4669358832178246e-05,5.213127487655362e-05,0.0,7.0
1422,Pike,MS,36882,6.0,1.6268098259313484,3.2147335213402306e-05,12.0,2.1913042615240924e-05,4.2376603859053814e-05,5.0,18.0
1423,Pontotoc,MS,22237,2.0,0.8994018977380042,3.3435234427547084e-05,7.0,2.1835093304864977e-05,4.5974945211524966e-05,2.0,12.0
1424,Prentiss,MS,23278,5.0,2.1479508548844404,3.710200436628082e-05,8.0,2.590736874997411e-05,4.996057505054728e-05,2.0,13.0
1425,Quitman,MS,10490,3.0,2.8598665395614877,4.2728182468091026e-05,4.0,2.7626623112474524e-05,5.7365939245088894e-05,1.0,8.0
1426,Rankin,MS,87161,12.0,1.3767625428804169,2.424270220349571e-05,21.0,1.7799452200809096e-05,3.198814919193089e-05,11.0,30.0
1427,Scott,MS,24137,3.0,1.2429050834817914,3.375180767646142e-05,8.0,2.2407127507810135e-05,4.589534586353812e-05,3.0,13.0
1428,Sharkey,MS,7066,1.0,1.4152278516841212,4.1434667433422166e-05,3.0,2.6397985021761363e-05,5.633646451663665e-05,0.0,5.0
1429,Simpson,MS,23953,3.0,1.2524527199098234,3.3870054096371276e-05,8.0,2.2454485022004363e-05,4.512282140399469e-05,3.0,13.0
1430,Smith,MS,14798,2.0,1.3515339910798758,3.7338176646270664e-05,5.0,2.3473472478725903e-05,4.954717670372605e-05,1.0,9.0
1431,Stone,MS,10750,2.0,1.8604651162790695,4.069366098717958e-05,4.0,2.752959392467155e-05,5.574987462722298e-05,0.0,7.0
1432,Sunflower,MS,32867,1.0,0.30425654912221983,2.7392246696278424e-05,9.0,1.7773915161887773e-05,3.7291050989639e-05,3.0,14.0
1433,Tallahatchie,MS,15210,1.0,0.6574621959237344,3.572822564390885e-05,5.0,2.2293174786665876e-05,4.824913923811116e-05,1.0,9.0
1434,Tate,MS,21432,2.0,0.9331840238895112,3.361348653164817e-05,7.0,2.1465177154896213e-05,4.4990251162723955e-05,1.0,11.0
1435,Tippah,MS,19523,5.0,2.5610818009527225,3.912784432176014e-05,8.0,2.5801731509278867e-05,5.150012450937392e-05,2.0,12.0
1436,Tishomingo,MS,17683,3.0,1.696544703952949,3.729281636607154e-05,6.0,2.4578078198241327e-05,5.0045545407361214e-05,2.0,11.0
1437,Tunica,MS,8164,2.0,2.4497795198432137,4.214425205663532e-05,3.0,2.715766691216476e-05,5.7992442221747194e-05,0.0,6.0
1438,Union,MS,22085,6.0,2.7167760923703868,3.9132660298637935e-05,9.0,2.6055647568910675e-05,5.200023088626033e-05,2.0,13.0
1439,Walthall,MS,14352,4.0,2.787068004459309,4.113379723273237e-05,6.0,2.753663354977454e-05,5.540569653059628e-05,2.0,10.0
1440,Warren,MS,47880,8.0,1.670843776106934,3.0218101167991168e-05,14.0,2.059944256545359e-05,3.966211811672508e-05,6.0,21.0
1441,Washington,MS,67935,1.0,0.14719952896150734,1.8583451984758677e-05,13.0,1.2332524010365815e-05,2.5343606522501468e-05,5.0,19.0
1442,Wayne,MS,19517,3.0,1.5371214838346057,3.625783078823717e-05,7.0,2.4908515499650893e-05,5.017981101757298e-05,1.0,11.0
1443,Webster,MS,10222,3.0,2.934846409704559,4.255337360221401e-05,4.0,2.8773785936531686e-05,5.740867095593718e-05,1.0,8.0
1444,Wilkinson,MS,9678,1.0,1.0332713370531104,3.928261543924444e-05,4.0,2.5042074832957625e-05,5.3340491612442196e-05,1.0,7.0
1445,Winston,MS,19433,2.0,1.0291771728503063,3.452055083733458e-05,7.0,2.2865065365522035e-05,4.7543450369079285e-05,2.0,11.0
1446,Yalobusha,MS,12033,3.0,2.4931438544003988,4.172192742218759e-05,5.0,2.7759526336725367e-05,5.623091999779857e-05,0.0,8.0
1447,Yazoo,MS,25506,2.0,0.7841292244961969,3.147390737543992e-05,8.0,2.0184952511199992e-05,4.224387869435547e-05,3.0,13.0
1448,Adair,MO,24577,4.0,1.6275379419782725,3.5110445209520286e-05,8.0,2.4321711570362698e-05,4.763728269004154e-05,2.0,13.0
1449,Andrew,MO,14632,4.0,2.7337342810278846,4.131077401619933e-05,6.0,2.7677886344216947e-05,5.518302389681209e-05,2.0,10.0
1450,Atchison,MO,7457,3.0,4.0230655759688885,4.476841818284671e-05,3.0,2.9494311061221478e-05,6.0176690098525824e-05,0.0,6.0
1451,Audrain,MO,23599,9.0,3.813720920377982,4.3208308886328255e-05,10.0,3.0631956872701075e-05,5.695361354659975e-05,4.0,16.0
1452,Barry,MO,27547,14.0,5.082223109594512,4.8141584863133895e-05,13.0,3.427541471884225e-05,6.267798041454371e-05,5.0,19.0
1453,Barton,MO,11312,4.0,3.5360678925035365,4.375761567541349e-05,5.0,2.9417739522480325e-05,5.8206625238391095e-05,2.0,9.0
1454,Bates,MO,15025,11.0,7.321131447587355,5.2852490531522175e-05,8.0,3.712847363468511e-05,6.839519768064426e-05,3.0,13.0
1455,Benton,MO,13859,2.0,1.443105563171946,3.80318088119654e-05,5.0,2.481323525216204e-05,5.138260312411413e-05,1.0,9.0
1456,Bollinger,MO,10619,1.0,0.9417082587814296,3.8617596455550206e-05,4.0,2.4570243924902822e-05,5.2714004581595984e-05,0.0,7.0
1457,Boone,MO,112379,16.0,1.423753548260796,2.2872402361332248e-05,26.0,1.663948745200844e-05,2.894171702657417e-05,15.0,36.0
1458,Buchanan,MO,83083,22.0,2.647954455183372,3.3157522835324766e-05,28.0,2.5235918772714167e-05,4.1953064307553595e-05,16.0,38.0
1459,Butler,MO,38765,14.0,3.6115052237843415,4.122295339296205e-05,16.0,3.0272624040055434e-05,5.387950876566254e-05,8.0,23.0
1460,Caldwell,MO,8380,2.0,2.386634844868736,4.183946775627482e-05,3.0,2.6864492431092287e-05,5.6427111977441385e-05,0.0,6.0
1461,Callaway,MO,32809,9.0,2.7431497454966625,3.777993093048266e-05,12.0,2.733591802299458e-05,4.970242810213774e-05,6.0,19.0
1462,Camden,MO,27495,9.0,3.2733224222585924,4.0805629194800644e-05,11.0,2.8548725571883607e-05,5.329074474590487e-05,4.0,17.0
1463,Cape girardeau,MO,61633,0.0,0.0,1.886600137721588e-05,11.0,1.2355687326717959e-05,2.590870882064936e-05,4.0,18.0
1464,Carroll,MO,10748,4.0,3.721622627465576,4.3996219914017535e-05,5.0,3.060984810437559e-05,5.984422221654782e-05,1.0,8.0
1465,Carter,MO,5515,3.0,5.43970988213962,4.689337828353095e-05,2.0,3.100548635051931e-05,6.325769051435393e-05,0.0,5.0
1466,Cass,MO,63808,8.0,1.2537612838515548,2.5968839132013223e-05,16.0,1.84338920636024e-05,3.4315909585705345e-05,7.0,24.0
1467,Cedar,MO,12093,1.0,0.8269246671628215,3.7422768325055185e-05,4.0,2.4598842670749423e-05,5.1994743306984e-05,1.0,8.0
1468,Chariton,MO,9202,2.0,2.1734405564007826,4.1704462239924376e-05,4.0,2.618589805117947e-05,5.608036572116912e-05,1.0,7.0
1469,Christian,MO,32644,8.0,2.4506800637176815,3.6696230103470365e-05,12.0,2.4895332488905194e-05,4.76486966608796e-05,5.0,18.0
1470,Clark,MO,7547,4.0,5.300119252683187,4.699323822707113e-05,3.0,3.128412783511026e-05,6.386433873078402e-05,0.0,6.0
1471,Clay,MO,153411,34.0,2.2162687160633854,2.7355742183931952e-05,42.0,2.1047990580693905e-05,3.3521959175024454e-05,27.0,55.0
1472,Clinton,MO,16595,3.0,1.8077734257306417,3.803194143505971e-05,6.0,2.6024747987237487e-05,5.172533414420535e-05,1.0,10.0
1473,Cole,MO,63579,16.0,2.5165542081504904,3.372344064487486e-05,21.0,2.4826699229599086e-05,4.3112171544221594e-05,11.0,30.0
1474,Cooper,MO,14835,4.0,2.6963262554769125,4.08687717378596e-05,6.0,2.676496308386791e-05,5.431542445117421e-05,2.0,10.0
1475,Crawford,MO,19173,4.0,2.0862671465081104,3.820115270885332e-05,7.0,2.4892020981259195e-05,5.149744618022851e-05,2.0,12.0
1476,Dade,MO,7449,4.0,5.369848301785475,4.646951574656674e-05,3.0,3.0691229927561e-05,6.158583257000235e-05,0.0,6.0
1477,Dallas,MO,12646,4.0,3.1630555116242296,4.261030745942928e-05,5.0,2.911123975255335e-05,5.7338308969906814e-05,1.0,9.0
1478,Daviess,MO,7865,2.0,2.542911633820725,4.26398010852398e-05,3.0,2.776417886676013e-05,5.7495266733787595e-05,0.0,6.0
1479,Dekalb,MO,9967,0.0,0.0,3.708618407296867e-05,4.0,2.3338156906578065e-05,5.077792969922834e-05,1.0,7.0
1480,Dent,MO,13702,3.0,2.1894613924974458,4.018255176415561e-05,5.0,2.6139810568804363e-05,5.35840540605519e-05,1.0,9.0
1481,Douglas,MO,11876,2.0,1.6840687100033684,3.939892846632207e-05,5.0,2.6657567013044413e-05,5.426047215176524e-05,1.0,8.0
1482,Dunklin,MO,33112,15.0,4.530079729403237,4.5442901518811855e-05,15.0,3.464059067615194e-05,5.9908581127387114e-05,6.0,21.0
1483,Franklin,MO,80603,20.0,2.48129722218776,3.208293979705621e-05,26.0,2.3888432985777914e-05,4.055612101321289e-05,14.0,35.0
1484,Gasconade,MO,14006,13.0,9.281736398686276,5.698545412065148e-05,8.0,4.230712030273926e-05,7.466576438482599e-05,2.0,12.0
1485,Gentry,MO,6848,3.0,4.380841121495327,4.56236441771282e-05,3.0,3.014855304840517e-05,6.174160577688008e-05,0.0,6.0
1486,Greene,MO,207949,47.0,2.2601695608057746,2.6539033106823233e-05,55.0,2.1195535256729984e-05,3.190589116222038e-05,38.0,71.0
1487,Grundy,MO,10536,3.0,2.847380410022778,4.219319768553371e-05,4.0,2.768040208821957e-05,5.6945770553942e-05,1.0,8.0
1488,Harrison,MO,8469,2.0,2.3615539024678243,4.173394829614224e-05,3.0,2.7348018079287304e-05,5.695857333467101e-05,0.0,6.0
1489,Henry,MO,20044,4.0,1.9956096587507488,3.7271505425985464e-05,7.0,2.4832894708940005e-05,4.9557459982316295e-05,2.0,12.0
1490,Hickory,MO,7335,3.0,4.08997955010225,4.505288342521291e-05,3.0,3.0099316906501754e-05,6.146080197309873e-05,0.0,6.0
1491,Holt,MO,6034,1.0,1.6572754391779914,4.197769492385807e-05,2.0,2.774663718125892e-05,5.7300606754585564e-05,0.0,5.0
1492,Howard,MO,9631,5.0,5.191568892119198,4.724080739435e-05,4.0,3.2062982307357064e-05,6.354685691561966e-05,1.0,8.0
1493,Howell,MO,31447,13.0,4.133939644481192,4.380055139674117e-05,14.0,3.222163967968318e-05,5.747855213693991e-05,6.0,20.0
1494,Iron,MO,10726,3.0,2.7969420100689906,4.228095736454908e-05,4.0,2.6988958888678217e-05,5.65008931708653e-05,1.0,8.0
1495,Jackson,MO,633232,145.0,2.2898400586199057,2.430970792258985e-05,154.0,2.123303621608707e-05,2.7499976039482864e-05,123.0,179.0
1496,Jasper,MO,90465,26.0,2.874039683855635,3.432431054736872e-05,31.0,2.545950884689584e-05,4.204180441047443e-05,18.0,41.0
1497,Jefferson,MO,171380,36.0,2.1005951686311124,2.6078488150473108e-05,45.0,2.0371562420198218e-05,3.193696906639745e-05,30.0,59.0
1498,Johnson,MO,42514,8.0,1.8817330761631463,3.209881674651106e-05,14.0,2.1892383639115633e-05,4.235241485840533e-05,7.0,21.0
1499,Knox,MO,4482,2.0,4.462293618920125,4.5751851030858715e-05,2.0,2.9231679726694105e-05,6.237361706536423e-05,0.0,4.0
1500,Laclede,MO,27158,3.0,1.1046468812136387,3.2513208235454005e-05,9.0,2.26713730299822e-05,4.4393614169900924e-05,3.0,14.0
1501,Lafayette,MO,31107,10.0,3.2147105153180964,3.98760808587782e-05,12.0,2.8900784460305827e-05,5.211532356634789e-05,6.0,19.0
1502,Lawrence,MO,30236,7.0,2.31512104775764,3.648519930156283e-05,11.0,2.5743171030254365e-05,4.843625000787302e-05,5.0,17.0
1503,Lewis,MO,10233,3.0,2.931691586045148,4.2851708563645746e-05,4.0,2.866684545885842e-05,5.7884396045341104e-05,0.0,7.0
1504,Lincoln,MO,28892,5.0,1.7305828603073516,3.4052998017466784e-05,10.0,2.330642074754066e-05,4.61892345508899e-05,4.0,15.0
1505,Linn,MO,13885,8.0,5.761613251710478,4.876556558048564e-05,7.0,3.452828710873963e-05,6.565071306360892e-05,2.0,11.0
1506,Livingston,MO,14592,2.0,1.3706140350877194,3.775075120862742e-05,5.0,2.458544657309586e-05,5.101625676963763e-05,1.0,9.0
1507,Macon,MO,15345,4.0,2.6067122841316395,4.057043877797264e-05,6.0,2.722941472859113e-05,5.405948798647877e-05,1.0,10.0
1508,Madison,MO,11127,5.0,4.493574188909858,4.5450613710628676e-05,5.0,3.160338543434051e-05,6.139330805950537e-05,1.0,9.0
1509,Maries,MO,7976,5.0,6.268806419257772,4.833443647547966e-05,4.0,3.295069080979216e-05,6.507457864342958e-05,1.0,7.0
1510,Marion,MO,27682,11.0,3.973701322158804,4.301504447261899e-05,12.0,3.098671068179399e-05,5.663927419311311e-05,5.0,18.0
1511,Mcdonald,MO,16938,0.0,0.0,3.2650952161672974e-05,5.0,2.1311118193898526e-05,4.481818587147486e-05,1.0,9.0
1512,Mercer,MO,3723,0.0,0.0,4.229962431591221e-05,1.0,2.73487376213945e-05,5.8790608055712224e-05,0.0,3.0
1513,Miller,MO,20700,7.0,3.3816425120772946,4.1762231674828536e-05,9.0,2.9431248270714364e-05,5.5206800654187135e-05,4.0,14.0
