,county,state,population,dc,obs_dr,pred_dr,pred_dc,pred_dr_err_low,pred_dr_err_upp,pred_dc_err_low,pred_dc_err_upp
1089,Cameron parish,LA,9260,0.0,0.0,3.758139527771429e-05,3.0,2.3723871975926732e-05,5.095792042002814e-05,0.0,6.0
1090,Catahoula parish,LA,11065,0.0,0.0,3.658230302896965e-05,4.0,2.3591575088944132e-05,5.078308089027284e-05,0.0,7.0
1091,Claiborne parish,LA,17405,0.0,0.0,3.234234406220679e-05,5.0,2.0436077688790722e-05,4.4465842050545944e-05,1.0,9.0
1092,Concordia parish,LA,20828,0.0,0.0,3.109647711779342e-05,6.0,1.97558118698701e-05,4.229867338538077e-05,2.0,11.0
1093,De soto parish,LA,25346,0.0,0.0,2.8898499752669477e-05,7.0,1.7852985885985566e-05,3.905163050125476e-05,2.0,12.0
1094,East baton rouge parish,LA,380105,0.0,0.0,4.656680479999671e-06,18.0,2.9343730806279834e-06,6.320813655697439e-06,9.0,27.0
1095,East carroll parish,LA,9709,0.0,0.0,3.743823975164081e-05,3.0,2.3566617271784804e-05,5.0842795371591525e-05,1.0,7.0
1096,East feliciana parish,LA,19211,0.0,0.0,3.194671881656338e-05,6.0,2.0610431129277875e-05,4.405331612662212e-05,2.0,10.0
1097,Evangeline parish,LA,33274,0.0,0.0,2.585319698650367e-05,8.0,1.6677946437140095e-05,3.5316707290111033e-05,3.0,14.0
1098,Franklin parish,LA,22387,0.0,0.0,2.9887348402973613e-05,7.0,1.874196777580998e-05,4.0702527946894695e-05,2.0,11.0
1099,Grant parish,LA,17526,0.0,0.0,3.2379071925568945e-05,6.0,2.0994362574740064e-05,4.524763885263355e-05,2.0,10.0
1100,Iberia parish,LA,68297,0.0,0.0,1.7819197848198416e-05,12.0,1.1589205580250118e-05,2.440186091572572e-05,5.0,19.0
1101,Iberville parish,LA,31049,0.0,0.0,2.6745561838107192e-05,8.0,1.680965939463589e-05,3.6370862928006624e-05,3.0,13.0
1102,Jackson parish,LA,15705,0.0,0.0,3.348973038445718e-05,5.0,2.05532293986973e-05,4.5909139340049756e-05,1.0,9.0
1103,Jefferson davis parish,LA,30722,0.0,0.0,2.6528393289298556e-05,8.0,1.7164520614278152e-05,3.6458108192728237e-05,3.0,13.0
1104,Jefferson parish,LA,448306,0.0,0.0,3.983747018742873e-06,17.0,2.5984706235985453e-06,5.546535738417267e-06,7.0,26.0
1105,La salle parish,LA,13662,0.0,0.0,3.479844490158379e-05,5.0,2.2189388427956842e-05,4.7295876245574045e-05,1.0,8.0
1106,Lafayette parish,LA,164762,0.0,0.0,9.391862659443149e-06,15.0,6.149639533077664e-06,1.305872878686295e-05,6.0,23.0
1107,Lafourche parish,LA,85860,0.0,0.0,1.5260873556836716e-05,13.0,9.86764104254058e-06,2.095979341583387e-05,5.0,20.0
1108,Lincoln parish,LA,41745,0.0,0.0,2.332012686527951e-05,10.0,1.5422710277968364e-05,3.2116710087860435e-05,3.0,15.0
1109,Livingston parish,LA,70526,0.0,0.0,1.733485406967464e-05,12.0,1.1152811414312145e-05,2.323818494945655e-05,6.0,19.0
1110,Madison parish,LA,12463,0.0,0.0,3.572721905224627e-05,4.0,2.2774212127947555e-05,4.9542951844875096e-05,1.0,8.0
1111,Morehouse parish,LA,31938,0.0,0.0,2.645356491149616e-05,8.0,1.7631096077019944e-05,3.69028538698938e-05,2.0,13.0
1112,Natchitoches parish,LA,36689,0.0,0.0,2.495482058093328e-05,9.0,1.6103399918759155e-05,3.359238337908567e-05,4.0,15.0
1113,Orleans parish,LA,496938,0.0,0.0,3.661602057709629e-06,18.0,2.3449898124594145e-06,5.049676532063828e-06,8.0,27.0
1114,Ouachita parish,LA,142191,0.0,0.0,1.0611668727217333e-05,15.0,7.097743540197035e-06,1.4861426679573288e-05,7.0,23.0
1115,Plaquemines parish,LA,25575,0.0,0.0,2.8678218119973223e-05,7.0,1.7539996578883404e-05,3.8936405166068096e-05,2.0,12.0
1116,Pointe coupee parish,LA,22540,0.0,0.0,2.981829139631332e-05,7.0,1.924828729289349e-05,4.187068487246476e-05,2.0,11.0
1117,Rapides parish,LA,131556,0.0,0.0,1.1352754739668263e-05,15.0,7.282955137081107e-06,1.537381637408246e-05,7.0,23.0
1118,Red river parish,LA,9387,0.0,0.0,3.752632191485371e-05,3.0,2.350011693667183e-05,5.1407635431311604e-05,0.0,6.0
1119,Richland parish,LA,20629,0.0,0.0,3.096806045375383e-05,6.0,2.006338657927803e-05,4.296499043683538e-05,1.0,10.0
1120,Sabine parish,LA,22646,0.0,0.0,2.9816986728235036e-05,7.0,1.971683830661354e-05,4.235276883945168e-05,1.0,11.0
1121,St. bernard parish,LA,66631,0.0,0.0,1.8015954455488582e-05,12.0,1.1698697421108166e-05,2.4627443420305475e-05,4.0,18.0
1122,St. charles parish,LA,42437,0.0,0.0,2.304157875713557e-05,9.0,1.3739109617790109e-05,3.064957671671693e-05,3.0,15.0
1123,St. helena parish,LA,9874,0.0,0.0,3.7543912396510405e-05,4.0,2.4204684452468248e-05,5.227004921181241e-05,1.0,7.0
1124,St. james parish,LA,20879,0.0,0.0,3.099100972930097e-05,6.0,1.925811288297173e-05,4.2101191666113694e-05,2.0,11.0
1125,St. john the baptist paris,LA,39996,0.0,0.0,2.3747140358572876e-05,9.0,1.5702503994091127e-05,3.3225080176529506e-05,3.0,15.0
1126,St. landry parish,LA,80331,0.0,0.0,1.5983453855697378e-05,13.0,1.015241520832756e-05,2.1653294137042292e-05,5.0,20.0
1127,St. martin parish,LA,43978,0.0,0.0,2.2727346781819895e-05,10.0,1.4865892804474606e-05,3.115113032569928e-05,4.0,16.0
1128,St. mary parish,LA,58086,0.0,0.0,1.951620256386374e-05,11.0,1.2695984042566053e-05,2.6338772152821087e-05,4.0,17.0
1129,St. tammany parish,LA,144508,0.0,0.0,1.042245902098764e-05,15.0,6.676604758955793e-06,1.42936678586136e-05,6.0,23.0
1130,Tangipahoa parish,LA,85709,0.0,0.0,1.5269580315545278e-05,13.0,9.931248593930101e-06,2.1101352330367284e-05,5.0,20.0
1131,Tensas parish,LA,7103,0.0,0.0,3.928867630241856e-05,3.0,2.4634134994029635e-05,5.338500278717659e-05,0.0,5.0
1132,Terrebonne parish,LA,96982,0.0,0.0,1.4189816269328018e-05,14.0,9.555286298512664e-06,1.9802988237381218e-05,5.0,21.0
1133,Union parish,LA,20690,0.0,0.0,3.068960728768138e-05,6.0,1.9652513768260656e-05,4.2306389810627595e-05,1.0,10.0
1134,Vermilion parish,LA,50055,0.0,0.0,2.1203074185128266e-05,10.0,1.380086486262236e-05,2.870068566915769e-05,3.0,16.0
1135,Vernon parish,LA,61961,0.0,0.0,1.865451246527589e-05,11.0,1.226154079931289e-05,2.5655309874064546e-05,5.0,18.0
1136,Washington parish,LA,43185,0.0,0.0,2.2856756125726358e-05,10.0,1.4816459984678087e-05,3.1374622034645975e-05,4.0,16.0
1137,Webster parish,LA,41989,0.0,0.0,2.299109430119379e-05,10.0,1.5109147954736298e-05,3.139810870809549e-05,3.0,15.0
1138,West baton rouge parish,LA,19419,0.0,0.0,3.154476638922195e-05,6.0,2.0286735453763847e-05,4.3577445229894205e-05,2.0,10.0
1139,West carroll parish,LA,12093,0.0,0.0,3.5802248334573995e-05,4.0,2.2193326772433998e-05,4.94401074976934e-05,1.0,8.0
1140,West feliciana parish,LA,12915,0.0,0.0,3.547574601325693e-05,4.0,2.3200400663915404e-05,4.937297517755818e-05,1.0,8.0
1141,Winn parish,LA,16269,0.0,0.0,3.3114479536383416e-05,5.0,2.063305314365557e-05,4.485016789376989e-05,1.0,9.0
1142,Androscoggin,ME,105259,25.0,2.3750938162057404,3.02628679042439e-05,32.0,2.2896655114707273e-05,3.795557004650014e-05,19.0,43.0
1143,Aroostook,ME,86936,23.0,2.6456243673506945,3.299497993505491e-05,29.0,2.515952964596945e-05,4.1866273493751384e-05,16.0,39.0
1144,Cumberland,ME,243135,61.0,2.5088942357126696,2.813755664141687e-05,68.0,2.289701891821196e-05,3.308897484236791e-05,50.0,86.0
1145,Franklin,ME,29008,7.0,2.413127413127413,3.700156505365363e-05,10.0,2.5253637058687484e-05,4.870707128134297e-05,4.0,16.0
1146,Hancock,ME,46948,17.0,3.62102751980915,4.100285655125643e-05,19.0,3.05520493377198e-05,5.249252206129638e-05,11.0,28.0
1147,Kennebec,ME,115904,29.0,2.502070679182772,3.0604698583627185e-05,35.0,2.364881950824449e-05,3.7855124801023014e-05,21.0,47.0
1148,Knox,ME,36310,12.0,3.3048746901679977,3.98392377598024e-05,14.0,2.8583922280877378e-05,5.115164574025094e-05,6.0,21.0
1149,Lincoln,ME,30357,9.0,2.964719833975689,3.890205150428006e-05,12.0,2.7412570157701838e-05,5.047827963166382e-05,5.0,18.0
1150,Oxford,ME,52602,16.0,3.041709440705677,3.726728145446829e-05,19.0,2.7502071596129567e-05,4.7420193986107915e-05,10.0,28.0
1151,Penobscot,ME,146601,48.0,3.2741932183272966,3.576535483163317e-05,52.0,2.8750744426872604e-05,4.302318670599228e-05,35.0,67.0
1152,Piscataquis,ME,18653,3.0,1.6083203774191817,3.691695929181772e-05,7.0,2.48148214919181e-05,5.034414862751424e-05,1.0,11.0
1153,Sagadahoc,ME,33535,6.0,1.7891754882958102,3.3783170309548255e-05,11.0,2.3208209245407014e-05,4.4744948400673564e-05,4.0,17.0
1154,Somerset,ME,49767,16.0,3.214981815259108,3.862856049481928e-05,19.0,2.8466012198121973e-05,4.9366535382829515e-05,10.0,27.0
1155,Waldo,ME,33018,9.0,2.725785934944576,3.78165289257676e-05,12.0,2.6159484149618455e-05,4.949784822026854e-05,5.0,19.0
1156,Washington,ME,35308,12.0,3.3986631924776254,4.029232626706474e-05,14.0,2.885482049429406e-05,5.260854016008141e-05,6.0,21.0
1157,York,ME,164587,37.0,2.2480511826571963,2.7301455290926256e-05,45.0,2.1255233966266048e-05,3.3301608341033376e-05,30.0,59.0
1158,Allegany,MD,74946,21.0,2.802017452565848,3.446450684510784e-05,26.0,2.6062775615748638e-05,4.356567013583995e-05,16.0,36.0
1159,Anne arundel,MD,427239,0.0,0.0,4.153646088192079e-06,18.0,2.7829335138360067e-06,5.831732781812527e-06,7.0,26.0
1160,Baltimore city,MD,736014,0.0,0.0,2.517328754736158e-06,18.0,1.6402913103722848e-06,3.4978642642330183e-06,8.0,28.0
1161,Baltimore,MD,692134,179.0,2.586204405505292,2.696662424482749e-05,187.0,2.4028427329754167e-05,3.0294407025649698e-05,155.0,217.0
1162,Calvert,MD,51372,2.0,0.3893171377404034,2.2827729596980633e-05,11.0,1.5537548873311964e-05,3.173070522247914e-05,4.0,18.0
1163,Caroline,MD,27035,4.0,1.4795635287590159,3.404715550777633e-05,9.0,2.338320026184592e-05,4.578795822176487e-05,4.0,15.0
1164,Carroll,MD,123372,19.0,1.540057711636352,2.3261268713049316e-05,28.0,1.74914586020017e-05,2.9605385664887397e-05,16.0,39.0
1165,Cecil,MD,71347,18.0,2.5228811302507466,3.277714022794891e-05,23.0,2.4854916810464484e-05,4.2898599996170425e-05,13.0,33.0
1166,Charles,MD,101154,12.0,1.1863099827985053,2.1925429634566985e-05,22.0,1.5396140014074587e-05,2.80497778777707e-05,11.0,31.0
1167,Dorchester,MD,30236,2.0,0.6614631565021828,2.960468701016072e-05,9.0,2.0203571159182656e-05,4.043645771439613e-05,3.0,14.0
1168,Frederick,MD,150208,32.0,2.130379207498935,2.66709332653361e-05,40.0,2.062653513765427e-05,3.271400606946162e-05,25.0,53.0
1169,Garrett,MD,28138,14.0,4.975478001279408,4.73733318208309e-05,13.0,3.4789452079256166e-05,6.107672686419066e-05,5.0,19.0
1170,Harford,MD,182132,31.0,1.7020622405727717,2.2636341421172125e-05,41.0,1.7290383382695e-05,2.7870420253393584e-05,25.0,54.0
1171,Howard,MD,187328,22.0,1.1744106593782029,1.8194957286221022e-05,34.0,1.342188199134842e-05,2.275181595105684e-05,20.0,46.0
1172,Kent,MD,17842,4.0,2.241901132160072,3.866134523656928e-05,7.0,2.5499185724097188e-05,5.1353727976902515e-05,2.0,11.0
1173,Montgomery,MD,757027,106.0,1.400214259200795,1.5697616295021488e-05,119.0,1.3506914503273534e-05,1.8149821931788708e-05,95.0,144.0
1174,Prince george's,MD,729268,0.0,0.0,2.5287773689466943e-06,18.0,1.6359305272069678e-06,3.4828665803348885e-06,9.0,28.0
1175,Queen anne's,MD,33953,0.0,0.0,2.5629496704011185e-05,9.0,1.6636692861646598e-05,3.550890902975814e-05,3.0,14.0
1176,Somerset,MD,23440,6.0,2.5597269624573378,3.853766839220782e-05,9.0,2.7138281622669094e-05,5.169496419660458e-05,3.0,14.0
1177,St. mary's,MD,75974,0.0,0.0,1.653458959626854e-05,12.0,1.0421309646891346e-05,2.2227822001583207e-05,6.0,20.0
1178,Talbot,MD,30549,8.0,2.6187436577302043,3.7397699398875106e-05,11.0,2.6317616039733073e-05,4.8965466373157706e-05,4.0,17.0
1179,Washington,MD,121393,25.0,2.0594268203273667,2.7294266612921973e-05,33.0,2.065444721262686e-05,3.415687880269769e-05,21.0,45.0
1180,Wicomico,MD,74339,10.0,1.3451889317854693,2.5634111372466624e-05,19.0,1.8044744681085512e-05,3.275488849821192e-05,9.0,27.0
1181,Worcester,MD,35028,8.0,2.2838871759735078,3.5411042954377e-05,12.0,2.414183792187521e-05,4.5870194708143746e-05,6.0,19.0
1182,Barnstable,MA,186605,59.0,3.161758795316309,3.4203596851340796e-05,64.0,2.8111381491317088e-05,4.0675463515217744e-05,45.0,80.0
1183,Berkshire,MA,139352,39.0,2.7986681210172795,3.222343366012916e-05,45.0,2.529493550433272e-05,3.912322176276922e-05,30.0,59.0
1184,Bristol,MA,506325,109.0,2.1527674912358665,2.33757121889242e-05,118.0,1.9764532917154517e-05,2.6624143851594473e-05,91.0,140.0
1185,Dukes,MA,11639,1.0,0.8591803419537761,3.772654241886795e-05,4.0,2.4687604003061192e-05,5.29583329187831e-05,1.0,8.0
1186,Essex,MA,670080,174.0,2.596704871060172,2.7185280757321266e-05,182.0,2.388337804039789e-05,3.0376606039598356e-05,152.0,213.0
1187,Franklin,MA,70092,11.0,1.569365976145637,2.7392750681329413e-05,19.0,2.0339972269654364e-05,3.597903415177944e-05,9.0,27.0
1188,Hampden,MA,456310,119.0,2.6078762244965046,2.7777193376305483e-05,127.0,2.3688593683015818e-05,3.164101472359722e-05,99.0,151.0
1189,Hampshire,MA,146568,29.0,1.9786037880028384,2.574777596427681e-05,38.0,2.0486406096999578e-05,3.242873680289407e-05,25.0,51.0
1190,Middlesex,MA,1398468,336.0,2.402629162769545,2.467288884293794e-05,344.0,2.2487608236061577e-05,2.6897367255146165e-05,298.0,385.0
1191,Nantucket,MA,6012,1.0,1.6633399866932803,4.201838521579862e-05,2.0,2.6497857730350342e-05,5.7116991964959663e-05,0.0,5.0
1192,Norfolk,MA,616087,170.0,2.7593505462702512,2.8744119288694717e-05,177.0,2.5193498769505905e-05,3.231998517931168e-05,145.0,208.0
1193,Plymouth,MA,435276,102.0,2.3433407768863894,2.5409933537796315e-05,111.0,2.1704644599775986e-05,2.91747549120889e-05,87.0,134.0
1194,Suffolk,MA,663906,154.0,2.3196054863188467,2.455501563214796e-05,163.0,2.1580852330216764e-05,2.7838476142110457e-05,129.0,188.0
1195,Worcester,MA,709705,154.0,2.1699156691864934,2.3024060619631387e-05,163.0,1.995332706411793e-05,2.5792574990812467e-05,132.0,191.0
1196,Alcona,MI,10145,7.0,6.899950714637753,5.006576333800885e-05,5.0,3.4332098017973305e-05,6.589561874656019e-05,0.0,8.0
1197,Alger,MI,8972,0.0,0.0,3.7741955461811764e-05,3.0,2.3281008245163646e-05,5.1683834705945896e-05,0.0,6.0
1198,Allegan,MI,90509,14.0,1.5468074998066488,2.5214321005034565e-05,23.0,1.817713283356169e-05,3.227560992507774e-05,12.0,32.0
1199,Alpena,MI,30605,4.0,1.3069759843162885,3.2062170809102464e-05,10.0,2.0890286982916375e-05,4.284123891050793e-05,3.0,15.0
1200,Antrim,MI,18185,8.0,4.399230134726423,4.5091064556362994e-05,8.0,3.106903099746175e-05,5.98877996970435e-05,3.0,13.0
1201,Arenac,MI,14931,5.0,3.3487375259527163,4.2848282769004264e-05,6.0,2.978743826975887e-05,5.8128195415635655e-05,1.0,10.0
1202,Baraga,MI,7954,2.0,2.5144581342720644,4.222533403387835e-05,3.0,2.8853664243282068e-05,5.871057435517416e-05,0.0,6.0
1203,Barry,MI,50057,7.0,1.3984058173682,2.8931823215518134e-05,14.0,2.0367575781771213e-05,3.84324851313421e-05,6.0,21.0
1204,Bay,MI,111723,23.0,2.0586629431719516,2.7538749701745826e-05,31.0,2.126500740239257e-05,3.516468361180464e-05,19.0,42.0
1205,Benzie,MI,12200,4.0,3.278688524590164,4.2970825081815956e-05,5.0,2.792897141612694e-05,5.7101349742269225e-05,1.0,9.0
1206,Berrien,MI,161378,36.0,2.230787343999802,2.7273736352641237e-05,44.0,2.121349272632197e-05,3.330733368725261e-05,27.0,56.0
1207,Branch,MI,41502,12.0,2.891426919184618,3.7708864627848944e-05,15.0,2.7366899910243117e-05,4.857493268713876e-05,7.0,23.0
1208,Calhoun,MI,135982,31.0,2.279713491491521,2.833100337373278e-05,38.0,2.172669403048156e-05,3.4852327881349e-05,24.0,51.0
1209,Cass,MI,49477,7.0,1.4147987953998826,2.882179225156302e-05,14.0,1.95700850003961e-05,3.818831012898262e-05,6.0,21.0
1210,Charlevoix,MI,21468,8.0,3.726476616359233,4.300620998525846e-05,9.0,2.99223009058655e-05,5.5939046710253444e-05,3.0,14.0
1211,Cheboygan,MI,21398,8.0,3.7386671651556225,4.303078377172901e-05,9.0,2.9791698547638767e-05,5.665488285778675e-05,3.0,14.0
1212,Chippewa,MI,34604,10.0,2.8898393249335337,3.8270679430421265e-05,13.0,2.7370479001518395e-05,5.058035379203754e-05,6.0,20.0
1213,Clare,MI,24952,6.0,2.4046168643796086,3.771241863612549e-05,9.0,2.5803460907322857e-05,4.984771449862345e-05,4.0,15.0
1214,Clinton,MI,57883,9.0,1.5548606672079883,2.8602553527318946e-05,16.0,2.054500517935384e-05,3.749851005873377e-05,8.0,24.0
1215,Crawford,MI,12260,3.0,2.446982055464926,4.086810342262377e-05,5.0,2.742805568083672e-05,5.576170835149989e-05,1.0,9.0
1216,Delta,MI,37780,10.0,2.646903123345685,3.6581109536484586e-05,14.0,2.575860052517008e-05,4.790600565341312e-05,7.0,21.0
1217,Dickinson,MI,26831,4.0,1.4908128657150312,3.416752840940445e-05,9.0,2.3400769930416138e-05,4.559777212583897e-05,3.0,14.0
1218,Eaton,MI,92879,17.0,1.8303383972695657,2.7040181019113245e-05,25.0,2.0170426899149265e-05,3.45931087553875e-05,14.0,35.0
1219,Emmet,MI,25040,6.0,2.396166134185304,3.7826146859190485e-05,9.0,2.7000803874315467e-05,5.0812610998317724e-05,4.0,15.0
1220,Genesee,MI,430459,105.0,2.4392567004058456,2.6338627358475964e-05,113.0,2.230987574878175e-05,3.0090277881930575e-05,89.0,136.0
1221,Gladwin,MI,21896,4.0,1.8268176835951773,3.649496770719921e-05,8.0,2.4905745684015216e-05,4.8961891965919414e-05,3.0,13.0
1222,Gogebic,MI,18052,3.0,1.6618657212497228,3.75102487258421e-05,7.0,2.4701148326945764e-05,4.996731545106885e-05,2.0,11.0
1223,Grand traverse,MI,64273,0.0,0.0,1.8508718402763845e-05,12.0,1.191412939905858e-05,2.5399576888880777e-05,4.0,18.0
1224,Gratiot,MI,38982,11.0,2.8218151967574783,3.7420325755170435e-05,14.0,2.7536385335208707e-05,4.8870542990124324e-05,6.0,21.0
1225,Hillsdale,MI,43431,10.0,2.3025028205659552,3.439656428906194e-05,15.0,2.3497362342344584e-05,4.419073968983074e-05,6.0,22.0
1226,Houghton,MI,35446,16.0,4.513908480505559,4.536888624882359e-05,16.0,3.238212688951148e-05,5.738347293071085e-05,7.0,23.0
1227,Huron,MI,34951,17.0,4.863952390489542,4.717003001247894e-05,16.0,3.564949270295354e-05,6.125099788958723e-05,7.0,23.0
1228,Ingham,MI,281912,30.0,1.0641618661142485,1.5255612005433574e-05,43.0,1.1675358644127038e-05,1.8889285935850208e-05,27.0,56.0
1229,Ionia,MI,57024,14.0,2.4551066217732878,3.361257499719891e-05,19.0,2.3890742555484874e-05,4.2312656216522545e-05,9.0,27.0
1230,Iosco,MI,30209,9.0,2.97924459598133,3.932382138580055e-05,12.0,2.8115148588624245e-05,5.180786130471259e-05,5.0,18.0
1231,Iron,MI,13175,6.0,4.554079696394688,4.552101273892885e-05,6.0,3.214359923211719e-05,6.19466160315475e-05,2.0,10.0
1232,Isabella,MI,54624,8.0,1.4645577035735209,2.8322231356837115e-05,15.0,2.021243447490895e-05,3.795509839703893e-05,7.0,23.0
1233,Jackson,MI,149756,30.0,2.0032586340447125,2.5775505040288486e-05,39.0,1.9988620922195248e-05,3.1963892139418166e-05,26.0,52.0
1234,Kalamazoo,MI,223411,48.0,2.1485065641351593,2.550417329541917e-05,57.0,2.0691286185251613e-05,3.097135605407807e-05,40.0,73.0
1235,Kalkaska,MI,13497,1.0,0.7409053863821591,3.6271082155959674e-05,5.0,2.3580579864431097e-05,4.970517960243048e-05,0.0,8.0
1236,Kent,MI,500631,84.0,1.677882512269516,1.9054160295432246e-05,95.0,1.5906735628724446e-05,2.1987743564522323e-05,74.0,118.0
1237,Keweenaw,MI,1701,1.0,5.878894767783657,4.643017607704848e-05,1.0,2.9349201998562818e-05,6.251288192198671e-05,0.0,2.0
1238,Lake,MI,8583,2.0,2.3301875801001986,4.1969670913596466e-05,3.0,2.7913404025985264e-05,5.8134744778693636e-05,0.0,6.0
1239,Lapeer,MI,74768,11.0,1.4712176332120694,2.6028707806303655e-05,19.0,1.8474177214780614e-05,3.369251080459286e-05,10.0,28.0
1240,Leelanau,MI,16527,3.0,1.815211472136504,3.8140011580572375e-05,6.0,2.5998912901804943e-05,5.2235983218613965e-05,1.0,10.0
1241,Lenawee,MI,91476,13.0,1.4211377847741484,2.409202712249409e-05,22.0,1.7144146473234953e-05,3.1250986575856275e-05,11.0,31.0
1242,Livingston,MI,115645,21.0,1.8159021142288905,2.5722328097810407e-05,30.0,1.9137174710489643e-05,3.242403220725858e-05,17.0,40.0
1243,Luce,MI,5763,5.0,8.676036786395974,5.076531709738629e-05,3.0,3.597254470730357e-05,6.899283189901584e-05,0.0,5.0
1244,Mackinac,MI,10674,4.0,3.747423646243208,4.4458484504339366e-05,5.0,2.9416221512156722e-05,5.9475080212178766e-05,1.0,8.0
1245,Macomb,MI,717400,156.0,2.174519096738221,2.3136240764272773e-05,166.0,2.018780013463442e-05,2.6095354513998913e-05,133.0,194.0
1246,Manistee,MI,21265,12.0,5.643075476134492,4.939480603836882e-05,10.0,3.503749438840596e-05,6.414313456571076e-05,4.0,16.0
1247,Marquette,MI,70887,12.0,1.692835075542765,2.7831398377826802e-05,20.0,1.9979340326318853e-05,3.669004495186018e-05,9.0,28.0
1248,Mason,MI,25537,9.0,3.524298077299605,4.1870201100003475e-05,10.5,2.9626055904867033e-05,5.4930664320859733e-05,4.0,16.0
1249,Mecosta,MI,37308,7.0,1.8762731853757904,3.32145141390874e-05,12.0,2.357228891693257e-05,4.453876639796189e-05,6.0,19.0
1250,Menominee,MI,24920,10.0,4.012841091492777,4.3672324029904435e-05,11.0,3.0963759109620115e-05,5.68147242989553e-05,5.0,17.0
1251,Midland,MI,75651,14.0,1.8506034289037816,2.8655248473373725e-05,21.0,2.1236116070833207e-05,3.72872974450209e-05,11.0,30.0
1252,Missaukee,MI,12147,1.0,0.8232485387338438,3.74312861701253e-05,4.0,2.394656584790091e-05,5.0722445719529664e-05,1.0,8.0
1253,Monroe,MI,133600,27.0,2.020958083832336,2.6410487442992582e-05,35.0,2.0320274321992983e-05,3.312291752026682e-05,23.0,48.0
1254,Montcalm,MI,53059,7.0,1.3192860777624906,2.802939285837481e-05,15.0,2.0005967632543477e-05,3.729269513672818e-05,7.0,22.0
1255,Montmorency,MI,8936,5.0,5.595344673231871,4.747733854600012e-05,4.0,3.113537134132524e-05,6.278243929304183e-05,0.0,7.0
1256,Muskegon,MI,158983,25.0,1.5724951724398204,2.203847488164642e-05,35.0,1.6711179803287734e-05,2.7520066782997464e-05,23.0,48.0
1257,Newaygo,MI,38202,12.0,3.141196795979268,3.8859477392053326e-05,15.0,2.8070951462414543e-05,5.002496270566362e-05,7.0,22.0
1258,Oakland,MI,1083592,234.0,2.159484381575353,2.251207538376648e-05,243.0,2.010575091518692e-05,2.4911535862933476e-05,207.0,279.0
1259,Oceana,MI,22454,6.0,2.6721296873608265,3.9107549017536806e-05,9.0,2.6805607508303152e-05,5.220162260862469e-05,3.0,14.0
1260,Ogemaw,MI,18681,10.0,5.353032492907231,4.8001417496510904e-05,9.0,3.426992110722421e-05,6.338365130782431e-05,3.0,14.0
